ID_Spec,Catalogue Number,AccName,TreeName2,Order,Family,Genus,SO,EF,SpeLab,DepthMin,DepthMax,DepthAve,IUCN,DepthCat3,Mov
'Aetobatus narinari CAS-ICH 68154.jpg',CAS-ICH 68154,Aetobatus_narinari,Aetobatus_narinari,Myliobatiformes,Myliobatidae,Aetobatus,Bat,Extant,Aetob_nar,1,80,40.5,EN,Shelf,Oscil
'Aetobatus narinari USNMRAD 205414.jpg',USNM 205414,Aetobatus_narinari,Aetobatus_narinari,Myliobatiformes,Myliobatidae,Aetobatus,Bat,Extant,Aetob_nar,1,80,40.5,EN,Shelf,Oscil
'Aetomylaeus asperrimus NCat01.jpg',CAS-SU(ICH) 11895,Aetomylaeus_asperrimus,Pteromylaeus_asperrimus,Myliobatiformes,Myliobatidae,Aetomylaeus,Bat,Extant,Aetom_asp,1,50,25.5,DD,Shelf,Oscil
'Aetomylaeus maculatus USNMRAD 222702.jpg',USNM 222702,Aetomylaeus_maculatus,Aetomylaeus_maculatus,Myliobatiformes,Myliobatidae,Aetomylaeus,Bat,Extant,Aetom_mac,1,18,9.5,EN,Reef,Oscil
'Aetomylaeus milvus USNMRAD 110911-001.jpg',USNM RAD 110911,Aetomylaeus_milvus,Aetomylaeus_milvus,Myliobatiformes,Myliobatidae,Aetomylaeus,Bat,Extant,Aetom_mil,1,50,25.5,EN,Shelf,Oscil
'Aetomylaeus nichofii CAS-ICH 36048.jpg',CAS-ICH 36048,Aetomylaeus_nichofii,Aetomylaeus_nichofii,Myliobatiformes,Myliobatidae,Aetomylaeus,Bat,Extant,Aetom_nic,1,100,50.5,VU,Shelf,Oscil
'Aetomylaeus wafickii CAS-ICH 246088.jpg',CAS-ICH 246088,Aetomylaeus_wafickii,Aetomylaeus_wafickii,Myliobatiformes,Myliobatidae,Aetomylaeus,Bat,Extant,Aetom_waf,1,17,9,DD,Shelf,Oscil
'Amblyraja georgiana USNMRAD 110895-004.jpg',USNM RAD 110895,Amblyraja_georgiana,Amblyraja_georgiana,Rajiformes,Rajidae,Amblyraja,Bat,Extant,Ambly_geo,20,350,185,DD,Deep,Undul
'Amblyraja georgiana USNMRAD 110895-005.jpg',USNM RAD 110895,Amblyraja_georgiana,Amblyraja_georgiana,Rajiformes,Rajidae,Amblyraja,Bat,Extant,Ambly_geo,20,350,185,DD,Deep,Undul
'Amblyraja radiata MCZIch-98243.jpg',MCZ Ichthyology 98243,Amblyraja_radiata,Amblyraja_radiata,Rajiformes,Rajidae,Amblyraja,Bat,Extant,Ambly_rad,5,1540,772.5,VU,Deep,Undul
'Amblyraja radiata MCZIchS-870.jpg',MCZ Ichthyology S-870,Amblyraja_radiata,Amblyraja_radiata,Rajiformes,Rajidae,Amblyraja,Bat,Extant,Ambly_rad,5,1540,772.5,VU,Deep,Undul
'Amblyraja radiata USNMRAD 386063.jpg',USNM 386063,Amblyraja_radiata,Amblyraja_radiata,Rajiformes,Rajidae,Amblyraja,Bat,Extant,Ambly_rad,5,1540,772.5,VU,Deep,Undul
'Anacanthobatis (Springeria) folirostris MCZIch 37160.jpg',MCZ Ichthyology 37160,Springeria_folirostris,Springeria_folirostris,Rajiformes,Anacanthobatidae,Springeria,Bat,Extant,Sprin_fol,425,472,448.5,LC,Deep,Undul
'Anacanthobatis borneensis BMNH 19651291.jpg',NHMUK ZOO 1965.1.29.1,Sinobatis_borneensis,Sinobatis_borneensis,Rajiformes,Anacanthobatidae,Sinobatis,Bat,Extant,Sinob_bor,800,1100,950,LC,Deep,Undul
'Anacanthobatis longirostris USNMRAD109878-001.jpg',USNM RAD 109878,Springeria_longirostris,Springeria_longirostis,Rajiformes,Anacanthobatidae,Springeria,Bat,Extant,Sprin_lon,530,1052,791,LC,Deep,Undul
'Anoxypristis cuspidata USNMRAD 110884-001.jpg',USNM RAD 110884,Anoxypristis_cuspidata,Anoxypristis_cuspidata,Rhinopristiformes,Pristidae,Anoxypristis,Bat,Extant,Anoxy_cus,0,40,20,EN,Shelf,AxUnd
'Atlantoraja castelnaui MNHN A-8007.jpg',MNHN-IC-A-8007 ,Atlantoraja_castelnaui,Atlantoraja_castelnaui,Rajiformes,Arhynchobatidae,Atlantoraja,Bat,Extant,Atlan_cas,10,100,55,CR,Shelf,Undul
'Atlantoraja castelnaui USNMRAD 370549.jpg',USNM 370549,Atlantoraja_castelnaui,Atlantoraja_castelnaui,Rajiformes,Arhynchobatidae,Atlantoraja,Bat,Extant,Atlan_cas,10,100,55,CR,Shelf,Undul
'Atlantoraja platana USNMRAD 370553.jpg',USNM 370553,Atlantoraja_platana,Atlantoraja_platana,Rajiformes,Arhynchobatidae,Atlantoraja,Bat,Extant,Atlan_pla,19,181,100,EN,Shelf,Undul
'Bathyraja abyssicola CAS-ICH 38289.jpg',CAS-ICH 38289,Bathyraja_abyssicola,Bathyraja_abyssicola,Rajiformes,Arhynchobatidae,Bathyraja,Bat,Extant,Bathy_aby,362,2910,1636,DD,Deep,Undul
'Bathyraja aleutica CAS-ICH 232271-A.jpg',CAS-ICH 232271,Bathyraja_aleutica,Bathyraja_aleutica,Rajiformes,Arhynchobatidae,Bathyraja,Bat,Extant,Bathy_ale,15,1602,808.5,LC,Deep,Undul
'Bathyraja aleutica CAS-ICH 232271-B.jpg',CAS-ICH 232271,Bathyraja_aleutica,Bathyraja_aleutica,Rajiformes,Arhynchobatidae,Bathyraja,Bat,Extant,Bathy_ale,15,1602,808.5,LC,Deep,Undul
'Bathyraja interrupta USNMRAD 109882-001.jpg',USNM RAD 109882,Bathyraja_interrupta,Bathyraja_kincaidii,Rajiformes,Arhynchobatidae,Bathyraja,Bat,Extant,Bathy_int,23,1500,761.5,LC,Deep,Undul
'Bathyraja interrupta USNMRAD 109890-001.jpg',USNM RAD 109890,Bathyraja_interrupta,Bathyraja_kincaidii,Rajiformes,Arhynchobatidae,Bathyraja,Bat,Extant,Bathy_int,23,1500,761.5,LC,Deep,Undul
'Bathyraja interrupta USNMRAD 109894-002.jpg',USNM RAD 109894,Bathyraja_interrupta,Bathyraja_kincaidii,Rajiformes,Arhynchobatidae,Bathyraja,Bat,Extant,Bathy_int,23,1500,761.5,LC,Deep,Undul
'Bathyraja kincaidii USNMRAD 187626.jpg',USNM 187626,Bathyraja_kincaidii,Bathyraja_kincaidii,Rajiformes,Arhynchobatidae,Bathyraja,Bat,Extant,Bathy_kin,119,1372,745.5,LC,Deep,Undul
'Bathyraja maccaini USNMRAD 110898-001.jpg',USNM RAD 110898,Bathyraja_maccaini,Bathyraja_maccaini,Rajiformes,Arhynchobatidae,Bathyraja,Bat,Extant,Bathy_mac,91,500,295.5,LC,Deep,Undul
'Benthobatis marcida USNMRAD 110899-001_01.jpg',USNM RAD 110899,Benthobatis_marcida,Benthobatis_marcida,Torpediniformes,Narcinidae,Benthobatis,Bat,Extant,Benth_mar,200,923,561.5,LC,Deep,AxUnd
'Benthobatis marcida USNMRAD 110899-001_02.jpg',USNM RAD 110899,Benthobatis_marcida,Benthobatis_marcida,Torpediniformes,Narcinidae,Benthobatis,Bat,Extant,Benth_mar,200,923,561.5,LC,Deep,AxUnd
'Breviraja aleutica CAS-ICH 232257.jpg',CAS-ICH 232257,Bathyraja_aleutica,Bathyraja_aleutica,Rajiformes,Arhynchobatidae,Bathyraja,Bat,Extant,Bathy_ale,15,1602,808.5,LC,Deep,Undul
'Breviraja claramaculata USNMRAD 109898-003.jpg',USNM RAD 109898,Breviraja_claramaculata,Breviraja_claramaculata,Rajiformes,Rajidae,Breviraja,Bat,Extant,Brevi_cla,293,896,594.5,LC,Deep,Undul
'Breviraja colesi MCZIch 36374.jpg',MCZ Ichthyology 36374,Breviraja_colesi,Breviraja_colesi,Rajiformes,Rajidae,Breviraja,Bat,Extant,Brevi_col,366,522,444,LC,Deep,Undul
'Breviraja ishiyama USNMRAD 109922-001.jpg',USNM RAD 109922,Fenestraja_ishiyamai,Fenestraja_ishiyamai,Rajiformes,Rajidae,Fenestraja,Bat,Extant,Fenes_ish,400,1000,700,LC,Deep,Undul
'Breviraja sinusmexicanus USNMRAD 109900-001.jpg',USNM RAD 109900,Fenestraja_sinusmexicanus,Fenestraja_sinusmexicanus,Rajiformes,Rajidae,Fenestraja,Bat,Extant,Fenes_sin,56,1096,576,LC,Deep,Undul
'Breviraja sinusmexicanus USNMRAD 109901-001_a.jpg',USNM RAD 109901,Fenestraja_sinusmexicanus,Fenestraja_sinusmexicanus,Rajiformes,Rajidae,Fenestraja,Bat,Extant,Fenes_sin,56,1096,576,LC,Deep,Undul
'Breviraja sinusmexicanus USNMRAD 109901-001_b.jpg',USNM RAD 109901,Fenestraja_sinusmexicanus,Fenestraja_sinusmexicanus,Rajiformes,Rajidae,Fenestraja,Bat,Extant,Fenes_sin,56,1096,576,LC,Deep,Undul
'Breviraja sinusmexicanus USNMRAD 109902-001.jpg',USNM RAD 109902,Fenestraja_sinusmexicanus,Fenestraja_sinusmexicanus,Rajiformes,Rajidae,Fenestraja,Bat,Extant,Fenes_sin,56,1096,576,LC,Deep,Undul
'Breviraja spinosa MCZIch 36373.jpg',MCZ Ichthyology 36373,Breviraja_spinosa,Breviraja_spinosa,Rajiformes,Rajidae,Breviraja,Bat,Extant,Brevi_spi,323,675,499,LC,Deep,Undul
'Breviraja spinosa USNMRAD 109906-001.jpg',USNM RAD 109906,Breviraja_spinosa,Breviraja_spinosa,Rajiformes,Rajidae,Breviraja,Bat,Extant,Brevi_spi,323,675,499,LC,Deep,Undul
'Cruriraja cadenati USNMRAD 109908-003.jpg',USNM RAD 109908,Cruriraja_cadenati,Cruriraja_cadenati,Rajiformes,Gurgesiellidae,Cruriraja,Bat,Extant,Cruri_cad,457,896,676.5,LC,Deep,Undul
'Cruriraja poeyi USNMRAD 109909-001.jpg',USNM RAD 109909,Cruriraja_poeyi,Cruriraja_poeyi,Rajiformes,Gurgesiellidae,Cruriraja,Bat,Extant,Cruri_poe,385,870,627.5,LC,Deep,Undul
'Cruriraja rugosa USNMRAD 222279.jpg',USNM 222279,Cruriraja_rugosa,Cruriraja_rugosa,Rajiformes,Gurgesiellidae,Cruriraja,Bat,Extant,Cruri_rug,366,1007,686.5,LC,Deep,Undul
'Dactylobatus armatus USNMRAD 62914.jpg',USNM 62914,Dactylobatus_armatus,Dactylobatus_armatus,Rajiformes,Rajidae,Dactylobatus,Bat,Extant,Dacty_arm,300,900,600,LC,Deep,Undul
'Dactylobatus armatus USNMRAD 62915.jpg',USNM 62915,Dactylobatus_armatus,Dactylobatus_armatus,Rajiformes,Rajidae,Dactylobatus,Bat,Extant,Dacty_arm,300,900,600,LC,Deep,Undul
'Dactylobatus clarkii MCZIch 51069.jpg',MCZ Ichthyology 51069,Dactylobatus_clarkii,Dactylobatus_clarkii,Rajiformes,Rajidae,Dactylobatus,Bat,Extant,Dacty_cla,475,1000,737.5,LC,Deep,Undul
'Dasyatis americana (Hypanus rudis) USNMRAD 109934-001.jpg',USNM RAD 109934,Hypanus_rudis,Dasyatis_rudis,Myliobatiformes,Dasyatidae,Hypanus,Bat,Extant,Hypan_rud,0,240,120,CR,Shelf,Undul
'Dasyatis americana (Hypanus rudis) USNMRAD 109935-002.jpg',USNM RAD 109935,Hypanus_rudis,Dasyatis_rudis,Myliobatiformes,Dasyatidae,Hypanus,Bat,Extant,Hypan_rud,0,240,120,CR,Shelf,Undul
'Dasyatis americana USNMRAD 109936-001.jpg',USNM RAD 109936,Hypanus_americanus,Dasyatis_americana,Myliobatiformes,Dasyatidae,Hypanus,Bat,Extant,Hypan_ama,0,53,26.5,NT,Reef,Undul
'Dasyatis americana USNMRAD 109938-001.jpg',USNM RAD 109938 ,Hypanus_americanus,Dasyatis_americana,Myliobatiformes,Dasyatidae,Hypanus,Bat,Extant,Hypan_ama,0,53,26.5,NT,Reef,Undul
'Dasyatis bennettii BMNH 195381013.jpg',NHMUK ZOO 1953.8.10.13,Hemitrygon_bennettii,Dasyatis_bennetti,Myliobatiformes,Dasyatidae,Hemitrygon,Bat,Extant,Hemit_ben,1,40,20.5,NE,Shelf,Undul
'Dasyatis centroura MNHN 1989-1795.jpg',MNHN-IC-1989-1795 ,Bathytoshia_centroura,Dasyatis_centroura,Myliobatiformes,Dasyatidae,Bathytoshia,Bat,Extant,Btosh_cen,3,270,136.5,VU,Shelf,Undul
'Dasyatis margarita NCat02.jpg',CAS-SU(ICH) 68915,Fontitrygon_margarita,Dasyatis_margarita,Myliobatiformes,Dasyatidae,Fontitrygon,Bat,Extant,Fonti_mar,1,60,30.5,VU,Shelf,Undul
'Dasyatis margarita USNMRAD 109939-002.jpg',USNM RAD 109939 ,Fontitrygon_margarita,Dasyatis_margarita,Myliobatiformes,Dasyatidae,Fontitrygon,Bat,Extant,Fonti_mar,1,60,30.5,VU,Shelf,Undul
'Dasyatis margarita USNMRAD 109939-003.jpg',USNM RAD 109939 ,Fontitrygon_margarita,Dasyatis_margarita,Myliobatiformes,Dasyatidae,Fontitrygon,Bat,Extant,Fonti_mar,1,60,30.5,VU,Shelf,Undul
'Dasyatis margarita USNMRAD 222567.jpg',USNM 222567 ,Fontitrygon_margarita,Dasyatis_margarita,Myliobatiformes,Dasyatidae,Fontitrygon,Bat,Extant,Fonti_mar,1,60,30.5,VU,Shelf,Undul
'Dasyatis margaritella USNMRAD 109940-002-A.jpg',USNM RAD 109940 ,Fontitrygon_margaritella,Dasyatis_margaritella,Myliobatiformes,Dasyatidae,Fontitrygon,Bat,Extant,Fonti_mla ,0,60,30,NT,Shelf,Undul
'Dasyatis margaritella USNMRAD 109940-002-B.jpg',USNM RAD 109940 ,Fontitrygon_margaritella,Dasyatis_margaritella,Myliobatiformes,Dasyatidae,Fontitrygon,Bat,Extant,Fonti_mla ,0,60,30,NT,Shelf,Undul
'Dasyatis sabina CAS-ICH 50885.jpg',CAS-ICH 50885,Hypanus_sabinus,Dasyatis_sabina,Myliobatiformes,Dasyatidae,Fontitrygon,Bat,Extant,Hypan_sab,2,25,13.5,LC,Shelf,Undul
'Dasyatis schmardae BMNH 190443012.jpg',NHMUK ZOO 1904.4.30.12,Styracura_schmardae,Himantura_schmardae,Myliobatiformes,Potamotrygonidae,Styracura,Bat,Extant,Styra_sch,1,30,15.5,EN,Shelf,Undul
'Dasyatis zugei MCZIchS 237.jpg',MCZ Ichthyology S-237,Telatrygon_zugei,Dasyatis_zugei,Myliobatiformes,Dasyatidae,Telatrygon,Bat,Extant,Telat_zug,0,100,50,VU,Shelf,Undul
'Diplobatis pictus BMNH 19505154.jpg',NHMUK ZOO 1950.5.15.4,Diplobatis_picta,Diplobatis_pictus,Torpediniformes,Narcinidae,Diplobatis,Bat,Extant,Diplo_pic,0,91,45.5,VU,Shelf,AxUnd
'Diplobatis pictus BMNH 1953364.jpg',NHMUK ZOO 1953.3.6.3-4,Diplobatis_picta,Diplobatis_pictus,Torpediniformes,Narcinidae,Diplobatis,Bat,Extant,Diplo_pic,0,91,45.5,VU,Shelf,AxUnd
'Dipturus lamilai Ant CAS-ICH 242403.jpg',CAS-ICH 242403,Dipturus_lamillai,Dipturus_lamillai,Rajiformes,Rajidae,Dipturus,Bat,Extant,Diptu_lam,162,515,338.5,LC,Deep,Undul
'Dipturus olseni USNMRAD 110896-002.jpg',USNM RAD 110896 ,Dipturus_olseni,Dipturus_olseni,Rajiformes,Rajidae,Dipturus,Bat,Extant,Diptu_ols,55,385,220,LC,Deep,Undul
'Disceus thayeri MCZIchS 297.jpg',MCZ Ichthyology S-297,Paratrygon_aiereba,Paratrygon_aiereba,Myliobatiformes,Potamotrygonidae,Paratrygon,Bat,Extant,Parat_aie,0,20,10,DD,FreshW,Undul
'Disceus thayeri MCZIchS 606.jpg',MCZ Ichthyology S-606,Paratrygon_aiereba,Paratrygon_aiereba,Myliobatiformes,Potamotrygonidae,Paratrygon,Bat,Extant,Parat_aie,0,20,10,DD,FreshW,Undul
'Fenestraja cubensis USNMRAD 380018.jpg',USNM 380018 ,Fenestraja_cubensis,Fenestraja_cubensis,Rajiformes,Gurgesiellidae,Fenestraja,Bat,Extant,Fenes_cub,440,869,654.5,LC,Deep,Undul
'Fenestraja plutonia USNMRAD 222165.jpg',USNM 222165 ,Fenestraja_plutonia,Fenestraja_plutonia,Rajiformes,Gurgesiellidae,Fenestraja,Bat,Extant,Fenes_plu,290,750,520,LC,Deep,Undul
'Fenestraja sinusmexicanus USNMRAD 222191.jpg',USNM 222191 ,Fenestraja sinusmexicanus,Fenestraja_sinusmexicanus,Rajiformes,Gurgesiellidae,Fenestraja,Bat,Extant,Fenes_sin,56,1096,576,LC,Deep,Undul
'Glaucostegus thouin USNMRAD 110887-001.jpg',USNM RAD 110887 ,Glaucostegus thouin,Glaucostegus_thouin,Rhinopristiformes,Glaucostegidae,Glaucostegus,Bat,Extant,Glauc_tho,0,60,30,CR,Shelf,AxUnd
'Glaucostegus typus USNMRAD 174080.jpg',USNM 174080 ,Glaucostegus typus,Glaucostegus_typus,Rhinopristiformes,Glaucostegidae,Glaucostegus,Bat,Extant,Glauc_typ,0,100,50,CR,Shelf,AxUnd
'Gurgesiella atlantica USNMRAD 222258.jpg',USNM 222258 ,Gurgesiella atlantica,Gurgesiella_atlantica,Rajiformes,Gurgesiellidae,Gurgesiella,Bat,Extant,Gurge_atl,374,480,427,LC,Deep,Undul
'Gurgesiella furvescens USNMRAD 362091.jpg',USNM 362091 ,Gurgesiella furvescens,Gurgesiella_furvescens,Rajiformes,Gurgesiellidae,Gurgesiella,Bat,Extant,Gurge_fur,350,450,400,LC,Deep,Undul
'Gymnura altavela BMNH 19237307-8.jpg',NHMUK ZOO 1923.7.30.7-8,Gymnura altavela,Gymnura_altavela,Myliobatiformes,Gymnuridae,Gymnura,Bat,Extant,Gymnu_alt,5,100,52.5,EN,Shelf,Oscil
'Gymnura altavela BMNH 19397123.jpg',NHMUK ZOO 1939.7.12.3,Gymnura altavela,Gymnura_altavela,Myliobatiformes,Gymnuridae,Gymnura,Bat,Extant,Gymnu_alt,5,100,52.5,EN,Shelf,Oscil
'Gymnura australis AM I 14052.jpg',AM Ichthyology I.14052 ,Gymnura australis,Gymnura_australis,Myliobatiformes,Gymnuridae,Gymnura,Bat,Extant,Gymnu_aus,5,250,127.5,LC,Shelf,Oscil
'Gymnura crebipunctata CAS-ICH 26014.jpg',CAS-ICH 26014,Gymnura crebripunctata,Gymnura_crebripunctata,Myliobatiformes,Gymnuridae,Gymnura,Bat,Extant,Gymnu_cre,1,30,15.5,NT,Shelf,Oscil
'Gymnura crebipunctata CAS-ICH 26029.jpg',CAS-ICH 26029,Gymnura crebripunctata,Gymnura_crebripunctata,Myliobatiformes,Gymnuridae,Gymnura,Bat,Extant,Gymnu_cre,1,30,15.5,NT,Shelf,Oscil
'Gymnura crebripunctata NCat03.jpg',CAS-SU(ICH) 11587,Gymnura crebripunctata,Gymnura_crebripunctata,Myliobatiformes,Gymnuridae,Gymnura,Bat,Extant,Gymnu_cre,1,30,15.5,NT,Shelf,Oscil
'Gymnura japonica CAS-ICH 235213.jpg',CAS-ICH 235213,Gymnura japonica,Gymnura_japonica,Myliobatiformes,Gymnuridae,Gymnura,Bat,Extant,Gymnu_jap,0,27,13.5,VU,Shelf,Oscil
'Gymnura japonica CAS-ICH 42165 - A.jpg',CAS-ICH 42165,Gymnura japonica,Gymnura_japonica,Myliobatiformes,Gymnuridae,Gymnura,Bat,Extant,Gymnu_jap,0,27,13.5,VU,Shelf,Oscil
'Gymnura japonica CAS-ICH 42165 - B.jpg',CAS-ICH 42165,Gymnura japonica,Gymnura_japonica,Myliobatiformes,Gymnuridae,Gymnura,Bat,Extant,Gymnu_jap,0,27,13.5,VU,Shelf,Oscil
'Gymnura poecilura USNMRAD 110909.jpg',USNM RAD 110909 ,Gymnura poecilura,Gymnura_poecilura,Myliobatiformes,Gymnuridae,Gymnura,Bat,Extant,Gymnu_poe,0,80,40,VU,Shelf,Oscil
'Gymnura tentaculata CAS-ICH 29675.jpg',CAS-ICH 29675,Gymnura tentaculata,Gymnura_tentaculata,Myliobatiformes,Gymnuridae,Gymnura,Bat,Extant,Gymnu_ten,0,87,43.5,CR,Shelf,Oscil
'Gymnura zonura CAS-ICH 68140.jpg',CAS-ICH 68140,Gymnura zonurus ,Gymnura_zonura,Myliobatiformes,Gymnuridae,Gymnura,Bat,Extant,Gymnu_zon,28,37,32.5,EN,Reef,Oscil
'Gymnura zonura CAS-ICH 75872.jpg',CAS-ICH 75872,Gymnura zonurus ,Gymnura_zonura,Myliobatiformes,Gymnuridae,Gymnura,Bat,Extant,Gymnu_zon,28,37,32.5,EN,Reef,Oscil
'Heliotrygon gomesi CU 78485.jpg',CU 78485 ,Heliotrygon gomesi,Heliotrygon_gomesi,Myliobatiformes,Potamotrygonidae,Heliotrygon,Bat,Extant,Helio_gom,0,20,10,NE,FreshW,Undul
'Hexatrygon bickelli CAS-ICH 233779.jpg',CAS-ICH 233779,Hexatrygon bickelli ,Hexatrygon_bickelli,Myliobatiformes,Hexatrygonidae,Hexatrygon,Bat,Extant,Hexat_bic,350,1120,735,LC,Deep,Undul
'Himantura bleekeri BMNH 189261715.jpg',NHMUK ZOO 1892.6.17.15,Pateobatis bleekeri ,Himantura_uarnacoides,Myliobatiformes,Dasyatidae,Pateobatis,Bat,Extant,Pateo_ble,0,30,15,EN,Shelf,Undul
'Himantura nudus BMNH 18453719-20-A.jpg',NHMUK ZOO 1845.3.7.19-20,Brevitrygon walga ,Himantura_walga,Myliobatiformes,Dasyatidae,Brevitrygon,Bat,Extant,Brevi_wal,0,40,20,NT,Shelf,Undul
'Himantura nudus BMNH 18453719-20-B.jpg',NHMUK ZOO 1845.3.7.19-20,Brevitrygon walga ,Himantura_walga,Myliobatiformes,Dasyatidae,Brevitrygon,Bat,Extant,Brevi_wal,0,40,20,NT,Shelf,Undul
'Himantura signifer USNMRAD 229492.jpg',USNM 229492 ,Fluvitrygon signifer ,Himantura_signifer,Myliobatiformes,Dasyatidae,Fluvitrygon,Bat,Extant,Fluvi_sig,0,40,20,EN,FreshW,Undul
'Himantura uarnak USNMRAD 110908-001.jpg',USNM RAD 110908 ,Himantura uarnak,Himantura_uarnak,Myliobatiformes,Dasyatidae,Himantura,Bat,Extant,Himan_uar,20,50,35,EN,Reef,Undul
